#{"t_start": 1645379623.556783, "env_id": null}
r,l,t 
1.214286,10,726.586228
1.142857,7,726.660233
1.142857,7,726.734233
1.095238,5,726.789232
1.190476,9,726.876232
1.261905,12,726.987744
1.214286,10,727.083742
-0.857143,7,727.157739
1.119048,6,727.219742
-0.761905,11,727.325736
1.095238,5,727.382746
1.190476,9,727.471749
1.095238,5,727.527617
-0.904762,5,727.585613
1.071429,4,727.632028
1.261905,12,727.742761
1.142857,7,727.821758
1.095238,5,727.885757
-0.738095,12,728.075226
1.095238,5,728.130223
1.119048,6,728.192228
1.190476,9,728.279222
1.238095,11,728.383343
1.119048,6,728.446745
1.190476,9,728.532745
1.142857,7,728.60274
1.119048,6,728.66574
1.071429,4,728.71174
-9.666667,15,728.846745
1.095238,5,728.90074
1.214286,10,728.996745
1.071429,4,729.04574
-0.833333,8,729.128746
1.261905,12,729.546744
1.238095,11,729.73121
1.142857,7,729.80321
1.071429,4,729.851211
1.095238,5,729.905208
1.238095,11,730.007209
1.261905,12,730.14221
1.095238,5,730.196206
1.119048,6,730.259211
1.095238,5,730.313217
1.071429,4,730.359212
1.309524,14,730.486211
1.119048,6,730.54821
1.142857,7,730.620209
1.071429,4,730.667418
1.261905,12,730.780419
1.095238,5,730.835419
1.285714,13,731.019752
1.214286,10,731.113756
1.071429,4,731.160756
1.166667,8,731.237756
1.214286,10,731.330756
1.071429,4,731.376751
1.095238,5,731.43275
1.142857,7,731.501756
1.071429,4,731.548755
1.095238,5,731.603756
1.119048,6,731.665755
1.095238,5,731.739753
1.142857,7,731.811756
1.071429,4,731.859756
1.071429,4,731.905756
1.190476,9,732.017756
1.095238,5,732.071751
1.142857,7,732.142751
1.095238,5,732.196293
1.095238,5,732.250294
1.142857,7,732.323294
1.095238,5,732.443289
1.071429,4,732.49129
1.119048,6,732.553293
1.166667,8,732.632293
1.166667,8,732.71129
-0.833333,8,732.795292
-0.857143,7,732.872291
1.071429,4,732.918294
1.190476,9,733.004293
1.095238,5,733.060293
1.166667,8,733.140289
-0.880952,6,733.207293
1.071429,4,733.254289
1.095238,5,733.308288
1.095238,5,733.363293
1.285714,13,733.486289
1.095238,5,733.542293
1.071429,4,733.589294
1.095238,5,733.644293
1.190476,9,733.730292
1.071429,4,733.778176
1.095238,5,733.901174
1.071429,4,733.948174
1.142857,7,734.038177
1.238095,11,734.142175
1.071429,4,734.189177
1.142857,7,734.259857
1.071429,4,734.307854
1.190476,9,734.397386
1.071429,4,734.444859
1.214286,10,734.539797
1.071429,4,734.586798
1.214286,10,734.680819
1.095238,5,734.738831
1.071429,4,734.787829
1.071429,4,734.839833
1.238095,11,734.95383
1.071429,4,735.002831
1.142857,7,735.076842
-9.809524,9,735.161851
1.071429,4,735.210843
1.142857,7,735.349748
-9.833333,8,735.424745
1.119048,6,735.486744
1.119048,6,735.548764
1.142857,7,735.619445
1.142857,7,735.692445
1.071429,4,735.739578
1.071429,4,735.785577
1.166667,8,735.867584
1.238095,11,735.970824
1.071429,4,736.017975
1.071429,4,736.063974
-9.785714,10,736.15697
1.071429,4,736.203974
-0.880952,6,736.269974
1.071429,4,736.316975
1.095238,5,736.370974
1.095238,5,736.427975
1.071429,4,736.480975
1.166667,8,736.56097
1.095238,5,736.615974
1.119048,6,736.74397
1.095238,5,736.798973
1.142857,7,736.872974
1.095238,5,736.92997
1.071429,4,736.977975
1.071429,4,737.024974
1.095238,5,737.078974
1.095238,5,737.133971
1.071429,4,737.179975
1.071429,4,737.226974
1.095238,5,737.28397
1.119048,6,737.348974
-0.833333,8,737.432033
1.095238,5,737.48803
1.119048,6,737.551034
1.166667,8,737.630029
-9.738095,12,737.74003
1.119048,6,737.803029
1.190476,9,737.901034
-9.833333,8,737.979028
1.071429,4,738.026029
1.095238,5,738.151029
1.214286,10,738.24803
1.142857,7,738.320029
1.142857,7,738.390157
1.261905,12,738.502152
1.071429,4,738.550164
1.119048,6,738.612732
1.166667,8,738.694747
1.071429,4,738.741952
1.119048,6,738.804952
1.214286,10,738.899948
1.142857,7,738.974953
1.238095,11,739.07883
-0.809524,9,739.167839
1.071429,4,739.214826
-9.761905,11,739.319988
1.071429,4,739.368982
-0.761905,11,739.546979
1.071429,4,739.59398
1.071429,4,739.638978
1.119048,6,739.702974
1.095238,5,739.757974
1.095238,5,739.812974
1.214286,10,739.909979
1.095238,5,739.966979
1.142857,7,740.036999
1.071429,4,740.082994
1.142857,7,740.152998
1.119048,6,740.216994
1.142857,7,740.288996
1.095238,5,740.342999
1.119048,6,740.404994
1.119048,6,740.466998
1.166667,8,740.544999
1.095238,5,740.601999
1.071429,4,740.649018
1.142857,7,740.737014
-9.714286,13,740.851129
1.142857,7,740.990046
1.095238,5,741.046051
1.095238,5,741.101051
1.261905,12,741.211128
1.238095,11,741.314125
-0.809524,9,741.406128
1.166667,8,741.484128
1.071429,4,741.531123
1.119048,6,741.594123
1.119048,6,741.656128
1.071429,4,741.70197
1.142857,7,741.77497
1.166667,8,741.858987
-0.738095,12,741.97299
1.166667,8,742.05201
1.071429,4,742.09801
1.095238,5,742.154497
1.071429,4,742.201499
1.095238,5,742.324047
1.119048,6,742.387046
1.238095,11,742.491048
1.214286,10,742.589045
-0.833333,8,742.672045
1.119048,6,742.737043
1.095238,5,742.792047
1.119048,6,742.856047
1.095238,5,742.910043
-0.833333,8,742.994052
1.071429,4,743.044047
1.119048,6,743.108045
1.095238,5,743.162048
-0.809524,9,743.251077
1.142857,7,743.323077
-0.833333,8,743.405086
1.095238,5,743.46103
1.190476,9,743.54703
1.071429,4,743.619928
1.071429,4,743.66694
1.071429,4,743.779927
1.238095,11,743.88491
1.142857,7,743.955889
1.190476,9,744.04276
-0.785714,10,744.139726
1.166667,8,744.220746
1.190476,9,744.309741
1.119048,6,744.372742
1.095238,5,744.426741
-0.904762,5,744.483745
1.071429,4,744.529746
1.190476,9,744.617746
1.095238,5,744.672746
1.190476,9,744.768732
1.095238,5,744.82573
1.214286,10,744.926733
1.119048,6,744.99173
1.095238,5,745.049728
1.071429,4,745.169729
1.119048,6,745.23198
1.071429,4,745.277985
1.071429,4,745.323985
1.071429,4,745.369984
1.095238,5,745.425346
1.095238,5,745.479342
1.261905,12,745.594346
1.071429,4,745.640347
1.238095,11,745.741345
1.071429,4,745.788352
1.071429,4,745.834347
1.119048,6,745.898347
1.071429,4,745.945346
1.071429,4,745.992522
1.071429,4,746.038522
1.095238,5,746.092522
1.119048,6,746.153522
1.071429,4,746.199522
1.214286,10,746.294
1.071429,4,746.341531
1.071429,4,746.387537
1.071429,4,746.433531
1.071429,4,746.478536
1.071429,4,746.590414
1.190476,9,746.678416
1.214286,10,746.774416
1.071429,4,746.825418
1.166667,8,746.904417
-9.785714,10,746.994648
1.071429,4,747.04165
1.071429,4,747.089649
1.071429,4,747.135649
1.190476,9,747.238654
-0.785714,10,747.349649
1.095238,5,747.405648
1.095238,5,747.460644
1.095238,5,747.513649
1.095238,5,747.568649
1.190476,9,747.656648
1.071429,4,747.704649
1.071429,4,747.750649
1.119048,6,747.813648
-9.833333,8,747.889648
1.190476,9,748.052641
1.238095,11,748.502649
1.119048,6,748.575649
1.142857,7,748.660648
1.071429,4,748.707648
1.095238,5,748.764648
-0.857143,7,748.840645
1.119048,6,748.902645
1.142857,7,748.97365
1.071429,4,749.01965
1.238095,11,749.132647
1.119048,6,749.200648
1.166667,8,749.281342
1.142857,7,749.357345
1.166667,8,749.43834
1.119048,6,749.50163
1.071429,4,749.549631
1.190476,9,749.653635
1.119048,6,749.71663
1.261905,12,749.90395
-0.880952,6,749.974949
1.142857,7,750.046877
1.071429,4,750.092874
1.166667,8,750.176877
1.119048,6,750.238882
1.166667,8,750.317879
1.285714,13,750.437877
1.190476,9,750.522876
1.095238,5,750.576876
1.238095,11,750.677879
1.142857,7,750.768878
-0.833333,8,750.856878
1.095238,5,750.910877
1.095238,5,750.964876
-0.761905,11,751.069881
1.095238,5,751.192881
1.071429,4,751.242885
1.071429,4,751.289885
-0.880952,6,751.356885
1.285714,13,751.47488
1.238095,11,751.577886
1.261905,12,751.691885
1.238095,11,751.794881
1.214286,10,751.890316
1.238095,11,751.994314
1.119048,6,752.057317
1.285714,13,752.176314
1.166667,8,752.255317
1.071429,4,752.303316
1.166667,8,752.384316
1.261905,12,752.562768
-0.785714,10,752.661769
1.166667,8,752.739769
1.119048,6,752.803769
-0.880952,6,752.871768
1.095238,5,752.925769
1.166667,8,753.003768
1.119048,6,753.064769
1.261905,12,753.176769
1.166667,8,753.259769
1.095238,5,753.319763
1.142857,7,753.391769
1.166667,8,753.469769
1.238095,11,753.573768
1.095238,5,753.628763
1.119048,6,753.691769
1.095238,5,753.745769
1.095238,5,753.800764
1.142857,7,753.940788
1.333333,15,754.078789
1.095238,5,754.134694
1.190476,9,754.222693
1.142857,7,754.294969
1.119048,6,754.358969
1.095238,5,754.416969
1.142857,7,754.488973
1.119048,6,754.55197
1.238095,11,754.65697
1.285714,13,754.778753
1.166667,8,754.86575
1.190476,9,754.956752
1.119048,6,755.019755
1.238095,11,755.132753
1.071429,4,755.179757
1.190476,9,755.336757
1.166667,8,755.417964
1.214286,10,755.512959
1.095238,5,755.567506
1.119048,6,755.630501
1.238095,11,755.7605
1.119048,6,755.8241
1.261905,12,755.934594
1.238095,11,756.03759
1.261905,12,756.151595
1.309524,14,756.282589
-0.809524,9,756.374817
1.095238,5,756.430752
1.190476,9,756.521931
1.071429,4,756.636888
1.119048,6,756.700888
1.190476,9,756.788886
1.261905,12,756.900887
-0.833333,8,756.987886
1.095238,5,757.043753
1.166667,8,757.124754
1.166667,8,757.203749
1.142857,7,757.274753
1.166667,8,757.357754
1.238095,11,757.461749
1.214286,10,757.556747
1.142857,7,757.627751
1.119048,6,757.693753
-9.666667,15,757.827749
-0.833333,8,757.982749
1.119048,6,758.047748
1.166667,8,758.125753
1.238095,11,758.24375
1.071429,4,758.290753
-9.642857,16,758.436751
1.095238,5,758.490753
1.166667,8,758.568753
-9.714286,13,758.688753
1.119048,6,758.751753
1.119048,6,758.813753
1.071429,4,758.861749
1.190476,9,758.947751
1.238095,11,759.054748
1.261905,12,759.167786
1.166667,8,759.312874
1.119048,6,759.379791
1.190476,9,759.46979
-0.690476,14,759.618391
1.166667,8,759.698389
1.071429,4,759.744391
-0.809524,9,759.839388
1.190476,9,759.926391
1.119048,6,759.989391
1.142857,7,760.059391
1.238095,11,760.163391
1.190476,9,760.251391
1.190476,9,760.33839
1.238095,11,760.445391
1.166667,8,760.523391
1.238095,11,760.696774
1.071429,4,760.749774
1.190476,9,760.837779
1.119048,6,760.900777
1.238095,11,761.006305
1.190476,9,761.093374
1.261905,12,761.202389
1.214286,10,761.321409
1.285714,13,761.442426
1.142857,7,761.513344
1.166667,8,761.591348
-0.785714,10,761.687093
1.214286,10,761.783349
1.214286,10,761.879353
1.309524,14,762.071261
1.238095,11,762.17526
1.285714,13,762.29426
1.095238,5,762.348261
1.071429,4,762.399259
1.166667,8,762.477261
1.166667,8,762.55826
1.238095,11,762.66026
-0.833333,8,762.741261
-0.761905,11,762.849259
1.095238,5,762.90326
1.095238,5,762.96026
-0.833333,8,763.042259
1.190476,9,763.128256
1.142857,7,763.197261
1.119048,6,763.324255
1.238095,11,763.43326
1.238095,11,763.537257
1.142857,7,763.607261
-0.880952,6,763.673255
1.333333,15,763.814901
1.142857,7,763.886921
1.166667,8,763.96537
1.095238,5,764.02037
1.166667,8,764.097363
1.285714,13,764.243698
-0.833333,8,764.325698
1.238095,11,764.432695
1.142857,7,764.502698
1.166667,8,764.582693
1.261905,12,764.761759
1.119048,6,764.82676
1.142857,7,764.900762
1.214286,10,765.005671
1.119048,6,765.075686
1.095238,5,765.131691
1.142857,7,765.208687
1.309524,14,765.333765
1.190476,9,765.424769
1.166667,8,765.50468
1.166667,8,765.582719
-9.833333,8,765.656711
1.119048,6,765.719712
1.261905,12,765.831716
-0.809524,9,765.921713
1.071429,4,766.033791
-0.880952,6,766.098795
1.190476,9,766.185795
1.214286,10,766.288795
1.190476,9,766.376796
1.261905,12,766.488791
1.214286,10,766.581791
1.166667,8,766.66079
1.190476,9,767.051796
1.119048,6,767.113796
1.071429,4,767.159791
1.190476,9,767.244796
-0.809524,9,767.334791
1.142857,7,767.403795
-0.809524,9,767.494795
1.190476,9,767.580791
1.142857,7,767.720683
1.261905,12,767.838696
1.119048,6,767.900693
1.238095,11,768.003869
1.119048,6,768.073869
-0.785714,10,768.171873
-0.809524,9,768.26726
-0.761905,11,768.376264
1.166667,8,768.457341
1.285714,13,768.576338
1.285714,13,768.69334
1.214286,10,768.79034
1.190476,9,768.881335
-0.928571,4,768.931599
1.214286,10,769.095226
1.214286,10,769.189108
1.285714,13,769.308109
1.238095,11,769.413104
-9.619048,17,769.564104
-0.880952,6,769.631108
1.119048,6,769.695915
1.166667,8,769.77392
-0.809524,9,769.86892
-9.690476,14,769.99192
1.142857,7,770.06292
1.190476,9,770.150916
1.261905,12,770.330916
1.190476,9,770.417929
1.285714,13,770.53692
-0.785714,10,770.636915
-0.785714,10,770.733916
1.142857,7,770.80592
-0.761905,11,770.913915
1.238095,11,771.04192
1.214286,10,771.162915
-0.738095,12,771.279531
1.190476,9,771.36653
1.214286,10,771.462531
1.166667,8,771.541532
1.261905,12,771.723527
1.119048,6,771.787532
1.095238,5,771.843531
1.238095,11,771.946531
1.190476,9,772.057536
-0.833333,8,772.149532
1.142857,7,772.222531
1.190476,9,772.307533
1.238095,11,772.412531
1.095238,5,772.466532
1.214286,10,772.56353
1.309524,14,772.693058
1.190476,9,772.780063
-0.833333,8,772.866058
-0.809524,9,773.025059
1.238095,11,773.152061
1.190476,9,773.246062
-0.880952,6,773.31406
1.261905,12,773.427482
-0.857143,7,773.501484
1.190476,9,773.587486
1.166667,8,773.668081
1.190476,9,773.759081
1.142857,7,773.830081
1.261905,12,773.941073
1.238095,11,774.04408
1.166667,8,774.126081
1.119048,6,774.188076
1.166667,8,774.288081
1.261905,12,774.475404
1.190476,9,774.5634
1.214286,10,774.6624
1.214286,10,774.759398
-0.833333,8,774.845404
1.285714,13,774.970398
1.190476,9,775.062402
1.238095,11,775.171401
1.142857,7,775.2444
1.214286,10,775.339404
1.214286,10,775.439403
1.071429,4,775.486404
-0.809524,9,775.576399
1.190476,9,775.6654
1.190476,9,775.822404
1.238095,11,775.9304
1.214286,10,776.0264
-0.857143,7,776.100404
1.142857,7,776.172403
1.238095,11,776.279067
1.166667,8,776.357067
1.214286,10,776.452064
1.214286,10,776.546067
1.119048,6,776.611067
1.119048,6,776.675063
1.142857,7,776.746062
-0.809524,9,776.838066
-0.738095,12,776.983063
1.166667,8,777.130063
1.285714,13,777.250063
1.285714,13,777.369067
-0.761905,11,777.479067
1.142857,7,777.550067
1.238095,11,777.651067
-0.761905,11,777.759067
1.119048,6,777.824107
1.166667,8,777.903107
1.119048,6,777.967104
1.190476,9,778.054102
1.190476,9,778.150102
1.190476,9,778.238105
1.166667,8,778.320105
1.119048,6,778.450103
1.142857,7,778.521104
-0.833333,8,778.603107
1.190476,9,778.691107
1.071429,4,778.739767
-0.714286,13,778.861762
-0.857143,7,778.939127
1.238095,11,779.045146
1.119048,6,779.112457
1.214286,10,779.206667
1.142857,7,779.276667
1.190476,9,779.362667
1.166667,8,779.447667
1.095238,5,779.501667
1.071429,4,779.548667
1.166667,8,779.625667
-0.785714,10,779.724667
1.119048,6,779.854657
1.166667,8,779.938661
1.261905,12,780.04966
1.214286,10,780.142661
-0.738095,12,780.258661
1.142857,7,780.329661
1.285714,13,780.446661
1.166667,8,780.524659
1.238095,11,780.629551
1.261905,12,780.741576
1.119048,6,780.804581
-0.714286,13,780.926432
1.261905,12,781.10633
-0.809524,9,781.19835
1.285714,13,781.316375
1.119048,6,781.378395
-9.714286,13,781.495414
1.357143,16,781.637455
1.261905,12,781.75047
1.214286,10,781.848182
1.357143,16,781.994178
1.166667,8,782.073178
1.190476,9,782.160178
-0.809524,9,782.250178
1.166667,8,782.395257
1.142857,7,782.466651
1.214286,10,782.562944
-0.904762,5,782.624962
1.095238,5,782.694074
1.309524,14,782.847075
1.214286,10,782.989073
1.095238,5,783.063075
-0.738095,12,783.186076
1.190476,9,783.272079
1.190476,9,783.368078
1.238095,11,783.474075
1.071429,4,783.52108
1.166667,8,783.602977
1.333333,15,783.76347
1.261905,12,783.946473
1.166667,8,784.026592
1.142857,7,784.09859
1.214286,10,784.195592
-0.809524,9,784.287593
1.166667,8,784.367593
-0.714286,13,784.492589
1.190476,9,784.580592
-0.761905,11,784.688592
1.166667,8,784.771587
1.261905,12,784.888587
1.214286,10,784.988591
-0.857143,7,785.374611
1.142857,7,785.545607
1.285714,13,785.66661
1.214286,10,785.762607
1.142857,7,785.83361
1.214286,10,785.929611
1.119048,6,785.99161
1.166667,8,786.069909
1.190476,9,786.156909
1.119048,6,786.218909
1.238095,11,786.320908
1.095238,5,786.376906
-0.761905,11,786.483908
1.095238,5,786.539909
1.214286,10,786.633904
1.166667,8,786.712904
1.214286,10,786.875906
1.190476,9,786.962909
1.166667,8,787.040909
1.166667,8,787.118906
1.095238,5,787.173909
1.166667,8,787.252909
1.071429,4,787.298909
1.166667,8,787.379905
-0.833333,8,787.465904
1.095238,5,787.523908
1.214286,10,787.624909
1.190476,9,787.714905
1.214286,10,787.811904
1.071429,4,787.859908
1.119048,6,787.923539
1.238095,11,788.030051
1.190476,9,788.117051
1.238095,11,788.298051
1.119048,6,788.360055
-0.857143,7,788.442052
1.095238,5,788.497053
1.142857,7,788.570051
1.166667,8,788.648051
1.119048,6,788.71205
1.119048,6,788.774051
1.190476,9,788.860052
1.095238,5,788.915262
1.119048,6,788.979262
1.238095,11,789.083257
1.261905,12,789.195258
1.214286,10,789.289257
1.119048,6,789.353136
1.142857,7,789.425136
1.214286,10,789.523136
1.166667,8,789.668136
1.166667,8,789.746133
1.190476,9,789.834133
1.309524,14,789.963136
1.214286,10,790.058136
1.095238,5,790.115135
1.214286,10,790.211136
1.166667,8,790.312139
1.095238,5,790.371134
-9.857143,7,790.438143
-9.738095,12,790.546132
1.119048,6,790.610132
1.214286,10,790.706132
1.142857,7,790.776136
1.214286,10,790.939132
1.095238,5,790.995136
1.142857,7,791.071135
1.166667,8,791.151136
1.142857,7,791.221134
-0.738095,12,791.335135
1.119048,6,791.400136
1.214286,10,791.497145
1.142857,7,791.567135
1.119048,6,791.630137
1.333333,15,791.769136
1.142857,7,791.841131
-0.880952,6,791.907137
-0.809524,9,791.998136
1.261905,12,792.110131
1.238095,11,792.283818
1.214286,10,792.380818
1.190476,9,792.466823
1.142857,7,792.53782
1.261905,12,792.650823
1.142857,7,792.722818
1.190476,9,792.809551
1.214286,10,792.904556
1.119048,6,792.969551
1.166667,8,793.053551
1.285714,13,793.171552
1.190476,9,793.258556
1.142857,7,793.328556
1.261905,12,793.440551
1.119048,6,793.503775
1.190476,9,793.656399
1.238095,11,793.778061
1.071429,4,793.826066
1.214286,10,793.922066
1.214286,10,794.018066
1.285714,13,794.141062
1.238095,11,794.246061
1.119048,6,794.309061
1.190476,9,794.398679
1.071429,4,794.444683
1.119048,6,794.509684
1.214286,10,794.606684
1.238095,11,794.712679
1.166667,8,794.794679
1.142857,7,794.872679
1.238095,11,795.060678
1.166667,8,795.143677
1.190476,9,795.239678
1.190476,9,795.325683
1.166667,8,795.409679
1.238095,11,795.51624
1.166667,8,795.59624
1.119048,6,795.657241
1.119048,6,795.720239
1.214286,10,795.815239
1.142857,7,795.887241
1.214286,10,795.98224
1.166667,8,796.06324
-0.714286,13,796.18524
1.214286,10,796.349422
1.095238,5,796.404423
-0.785714,10,796.507423
1.166667,8,796.587422
1.142857,7,796.657423
1.190476,9,796.746423
1.142857,7,796.817423
1.190476,9,796.904423
-0.809524,9,796.993422
-0.785714,10,797.096423
1.309524,14,797.22752
1.119048,6,797.28952
1.238095,11,797.392519
1.214286,10,797.490642
1.238095,11,797.667642
1.214286,10,797.771648
1.095238,5,797.834643
1.214286,10,797.931647
1.214286,10,798.028644
1.071429,4,798.079137
1.214286,10,798.176138
1.190476,9,798.274137
1.119048,6,798.337584
1.166667,8,798.419226
1.190476,9,798.51523
1.190476,9,798.623753
1.190476,9,798.731768
1.214286,10,798.82678
1.071429,4,798.8758
1.142857,7,798.946815
1.095238,5,799.001814
1.166667,8,799.146642
1.190476,9,799.234643
1.190476,9,799.320666
1.071429,4,799.367667
1.142857,7,799.436668
1.238095,11,799.543686
1.214286,10,799.639707
1.214286,10,799.734721
1.214286,10,799.828257
1.190476,9,799.916277
-0.761905,11,800.022297
1.285714,13,800.143317
1.261905,12,800.259765
1.166667,8,800.40608
1.285714,13,800.525082
1.190476,9,800.611281
1.190476,9,800.699281
1.142857,7,800.770281
1.214286,10,800.864285
-0.880952,6,800.930285
-0.880952,6,801.016349
1.190476,9,801.11028
1.238095,11,801.214281
1.095238,5,801.295286
1.119048,6,801.358284
1.142857,7,801.429282
1.142857,7,801.498281
1.166667,8,801.579281
1.071429,4,801.626281
1.142857,7,801.695281
1.071429,4,801.809286
1.119048,6,801.871286
1.095238,5,801.925286
1.095238,5,801.980864
1.214286,10,802.074884
1.214286,10,802.170901
1.214286,10,802.266916
1.190476,9,802.354936
-0.785714,10,802.453798
1.142857,7,802.523799
1.190476,9,802.608795
1.190476,9,802.696821
1.142857,7,802.766978
1.166667,8,802.844978
1.166667,8,802.924101
-0.833333,8,803.005106
-0.880952,6,803.140089
1.119048,6,803.208091
1.214286,10,803.305114
1.119048,6,803.369133
1.142857,7,803.440128
1.190476,9,803.528666
1.166667,8,803.912944
1.190476,9,803.998945
1.142857,7,804.067946
1.142857,7,804.137947
1.119048,6,804.199945
1.190476,9,804.286946
1.142857,7,804.356946
1.238095,11,804.457946
1.190476,9,804.545944
-0.880952,6,804.612946
-0.904762,5,804.669949
1.214286,10,804.838266
1.095238,5,804.896264
1.166667,8,804.978265
-0.809524,9,805.073263
1.190476,9,805.163263
1.166667,8,805.244264
1.214286,10,805.338264
1.190476,9,805.425264
-0.809524,9,805.514581
1.261905,12,805.624584
1.142857,7,805.69458
-0.833333,8,805.776579
1.095238,5,805.830579
1.071429,4,805.876579
-0.857143,7,805.950584
1.238095,11,806.051585
1.214286,10,806.21558
1.119048,6,806.280579
1.190476,9,806.366585
1.190476,9,806.452584
1.190476,9,806.542338
1.214286,10,806.636339
1.095238,5,806.690338
1.214286,10,806.785338
1.142857,7,806.856334
1.190476,9,806.944338
1.142857,7,807.015333
1.095238,5,807.068627
1.095238,5,807.122627
1.166667,8,807.200622
1.142857,7,807.271627
1.214286,10,807.367623
-0.904762,5,807.491622
1.071429,4,807.538622
1.142857,7,807.608626
1.166667,8,807.686627
1.119048,6,807.778363
1.142857,7,807.850173
1.166667,8,807.929168
1.119048,6,807.991173
1.071429,4,808.038173
1.095238,5,808.092172
1.166667,8,808.173172
1.190476,9,808.262169
1.214286,10,808.361167
-0.833333,8,808.446168
-0.785714,10,808.561167
1.095238,5,808.616173
1.190476,9,808.703173
1.166667,8,808.781173
-0.833333,8,808.946166
1.261905,12,809.059173
1.142857,7,809.130172
1.214286,10,809.226172
1.214286,10,809.324168
1.238095,11,809.429173
1.166667,8,809.509173
1.190476,9,809.599173
1.214286,10,809.693169
1.261905,12,809.806173
1.142857,7,809.878173
1.142857,7,809.949168
1.214286,10,810.043173
1.095238,5,810.098173
-0.833333,8,810.250169
1.214286,10,810.349173
1.095238,5,810.404173
1.166667,8,810.482172
-0.833333,8,810.565172
1.119048,6,810.630172
-9.666667,15,810.763177
-0.785714,10,810.862172
-9.809524,9,810.948174
1.190476,9,811.036173
1.166667,8,811.114172
1.214286,10,811.209173
1.071429,4,811.255172
1.285714,13,811.376167
1.238095,11,811.479172
1.190476,9,811.635168
1.214286,10,811.729173
-0.761905,11,811.839173
1.190476,9,811.928172
1.214286,10,812.024168
1.166667,8,812.103172
1.214286,10,812.200172
1.214286,10,812.298169
1.190476,9,812.385173
-9.690476,14,812.50817
1.261905,12,812.621302
1.142857,7,812.692302
1.190476,9,812.778302
1.214286,10,812.940302
1.119048,6,813.004301
1.095238,5,813.060302
1.142857,7,813.132302
-0.761905,11,813.239302
1.238095,11,813.344302
-0.761905,11,813.452302
1.214286,10,813.546303
1.095238,5,813.601302
1.190476,9,813.688302
1.238095,11,813.792302
1.119048,6,813.855298
1.309524,14,813.982301
1.214286,10,814.080261
1.142857,7,814.21926
1.142857,7,814.290261
1.309524,14,814.417264
-9.785714,10,814.512859
-0.857143,7,814.59086
1.166667,8,814.668856
1.166667,8,814.74686
1.238095,11,814.851856
1.333333,15,814.998854
-0.880952,6,815.066856
1.190476,9,815.156865
-0.785714,10,815.254857
1.238095,11,815.362856
-0.857143,7,815.436856
1.190476,9,815.59062
1.142857,7,815.65962
1.214286,10,815.754621
-0.833333,8,815.83662
1.190476,9,815.923619
1.166667,8,816.00162
-9.642857,16,816.14062
1.214286,10,816.234619
1.142857,7,816.304619
1.166667,8,816.382619
1.095238,5,816.436624
1.285714,13,816.557621
-9.690476,14,816.679628
1.214286,10,816.836619
-0.880952,6,816.903618
1.214286,10,816.998624
1.166667,8,817.07662
1.190476,9,817.161619
1.214286,10,817.257619
1.238095,11,817.360621
1.190476,9,817.445619
1.142857,7,817.515619
1.142857,7,817.585624
1.166667,8,817.665624
1.214286,10,817.75962
1.190476,9,817.845619
1.142857,7,817.915744
1.214286,10,818.011739
1.166667,8,818.156744
1.309524,14,818.282743
1.238095,11,818.395738
1.238095,11,818.499744
1.214286,10,818.607739
1.190476,9,818.693739
-0.833333,8,818.775917
1.142857,7,818.84792
1.190476,9,818.933917
1.190476,9,819.020921
1.166667,8,819.099918
1.190476,9,819.193917
1.190476,9,819.281917
1.309524,14,819.48292
1.190476,9,819.57192
1.119048,6,819.640922
1.142857,7,819.712918
1.166667,8,819.790922
-0.857143,7,819.864922
1.142857,7,819.93592
1.190476,9,820.023921
1.071429,4,820.071758
1.190476,9,820.157269
1.071429,4,820.203269
1.190476,9,820.288265
1.166667,8,820.365269
1.095238,5,820.422265
1.071429,4,820.469269
1.142857,7,820.53927
1.095238,5,820.593631
1.119048,6,820.655626
1.166667,8,820.81637
1.190476,9,820.905381
1.238095,11,821.009402
1.166667,8,821.086424
1.119048,6,821.148426
1.166667,8,821.225449
1.119048,6,821.28947
1.166667,8,821.36848
1.214286,10,821.467497
1.142857,7,821.536497
1.214286,10,821.631517
1.095238,5,821.687538
1.238095,11,821.791862
1.214286,10,821.885882
1.071429,4,821.932882
1.071429,4,821.978902
1.214286,10,822.384979
1.142857,7,822.530694
1.095238,5,822.585694
1.166667,8,822.663694
1.095238,5,822.716695
1.095238,5,822.769694
1.190476,9,822.857695
1.214286,10,822.952694
1.214286,10,823.047689
1.214286,10,823.142693
1.190476,9,823.229694
-0.904762,5,823.286695
1.190476,9,823.372694
1.142857,7,823.44469
1.238095,11,823.548694
1.261905,12,823.658693
1.261905,12,823.837444
1.142857,7,823.910828
1.071429,4,823.957828
1.071429,4,824.004833
-0.809524,9,824.093765
1.309524,14,824.222081
1.238095,11,824.327103
-0.904762,5,824.385123
1.166667,8,824.468123
1.142857,7,824.538118
1.166667,8,824.619139
1.261905,12,824.730139
1.190476,9,824.820144
1.095238,5,824.877145
1.119048,6,824.942142
1.190476,9,825.035143
1.190476,9,825.196138
1.214286,10,825.293143
1.214286,10,825.388141
1.119048,6,825.451143
1.166667,8,825.531143
1.214286,10,825.626143
-9.761905,11,825.726144
-9.738095,12,825.836152
1.309524,14,825.962143
1.166667,8,826.042107
1.071429,4,826.089106
1.238095,11,826.194107
1.190476,9,826.281107
1.119048,6,826.36111
1.095238,5,826.490855
-0.904762,5,826.549855
1.190476,9,826.63839
1.238095,11,826.743868
1.309524,14,826.870202
